"battery_power","blue","clock_speed","dual_sim","fc","four_g","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","three_g","touch_screen","wifi","price_range","battery_power_group","clock_speed_group","fc_group","int_memory_group","m_dep_group","mobile_wt_group","pc_group","px_height_group","px_width_group","sc_h_group","sc_w_group","talk_time_group"
651,"1",0.8,"1",2,"1",63,0.2,176,"5",4,548,858,"2048",14,9,19,"1","1","0","1","0","0","0","4","0","4","1","1","1","3","2","4"
1483,"0",2.1,"0",1,"1",54,0.2,176,"7",2,531,758,"1024",15,13,2,"1","1","0","1","3","3","0","4","0","4","0","1","0","3","3","0"
914,"1",0.9,"0",2,"0",4,0.8,100,"2",12,191,1495,"512",11,7,5,"1","1","0","0","1","0","0","0","3","0","3","0","3","2","1","0"
1456,"1",0.5,"1",7,"0",7,0.4,105,"5",12,823,1104,"1024",6,5,20,"1","0","1","1","3","0","1","0","1","1","3","2","2","0","1","4"
1178,"0",2.2,"1",6,"0",57,0.3,84,"3",17,96,1352,"2048",16,14,10,"1","1","0","2","2","3","1","4","1","0","4","0","2","3","3","2"
1503,"1",0.7,"0",10,"1",43,0.2,166,"4",14,841,1304,"2048",15,1,2,"1","0","0","2","3","0","2","3","0","3","3","2","2","3","0","0"
1681,"1",2.5,"0",2,"0",11,0.4,158,"2",13,195,1205,"1024",12,6,16,"0","1","1","0","3","4","0","0","1","3","3","0","2","2","1","3"
715,"0",2.3,"1",4,"0",48,0.1,160,"4",6,21,562,"2048",14,2,10,"0","0","0","2","0","3","1","3","0","3","1","0","0","3","0","2"
1876,"0",2.8,"1",3,"1",56,0.4,182,"3",4,235,585,"2048",12,2,18,"1","0","0","2","4","4","0","4","1","4","1","0","0","2","0","4"
1190,"1",2.2,"1",9,"0",47,0.3,186,"6",10,1417,1441,"512",9,3,19,"1","1","1","0","2","3","2","3","1","4","2","3","3","1","0","4"
1755,"1",1.3,"0",0,"1",24,0.1,134,"7",2,286,1075,"2048",8,1,7,"1","0","1","3","4","1","0","1","0","2","0","0","1","1","0","1"
1197,"0",1.3,"0",3,"1",20,0.5,149,"6",7,649,1629,"1024",19,5,4,"1","1","1","1","2","1","0","1","2","2","1","1","3","4","1","0"
1048,"1",0.9,"0",10,"1",28,0.8,194,"2",19,966,1975,"1024",5,1,15,"1","0","1","1","1","0","2","2","3","4","4","2","4","0","0","3"
1887,"1",3,"1",6,"1",17,0.2,126,"8",7,1172,1798,"2048",18,16,16,"1","1","0","3","4","4","1","1","0","1","1","2","4","4","4","3"
1772,"1",0.5,"1",3,"0",64,0.7,116,"8",15,270,545,"1024",5,2,20,"0","1","1","1","4","0","0","4","3","1","3","0","0","0","0","4"
1421,"0",2.8,"0",0,"1",57,0.4,165,"1",2,781,1657,"2048",13,8,14,"1","0","1","3","3","4","0","4","1","3","0","1","3","2","2","3"
1464,"0",0.5,"1",0,"1",17,0.7,153,"6",8,418,1341,"1024",13,6,19,"1","0","0","1","3","0","0","1","3","3","2","1","2","2","1","4"
728,"0",2.3,"1",4,"0",23,0.8,111,"4",5,126,817,"256",17,10,16,"1","1","1","0","0","3","1","1","3","1","1","0","1","4","2","3"
954,"1",0.5,"0",0,"0",50,0.3,134,"2",11,228,1058,"256",17,0,2,"1","0","0","0","1","0","0","3","1","2","2","0","1","4","0","0"
685,"0",0.5,"1",8,"1",13,0.8,82,"7",15,1091,1203,"2048",15,7,2,"1","1","1","3","0","0","2","0","3","0","3","2","2","3","1","0"
1472,"0",2.8,"1",1,"0",36,0.5,130,"6",10,1452,1744,"512",12,11,7,"1","1","0","1","3","4","0","2","2","2","2","3","4","2","3","1"
853,"1",2,"0",10,"1",3,0.6,200,"2",16,674,740,"2048",15,8,8,"1","1","0","3","1","3","2","0","2","4","4","1","0","3","2","1"
1469,"0",2.1,"0",0,"0",8,0.7,123,"7",0,398,1133,"1024",8,1,3,"0","1","0","0","3","3","0","0","3","1","0","1","2","1","0","0"
1310,"1",2.3,"1",6,"0",57,0.9,135,"8",9,449,889,"1024",16,0,8,"0","0","0","0","2","3","1","4","4","2","2","1","1","3","0","1"
1654,"0",1.8,"0",1,"0",11,0.3,146,"7",2,1184,1719,"1024",8,1,14,"1","1","1","1","3","2","0","0","1","2","0","3","4","1","0","3"
902,"1",0.7,"0",3,"0",3,0.3,134,"7",9,675,1285,"2048",12,11,15,"0","0","1","3","1","0","0","0","1","2","2","1","2","2","3","3"
1448,"0",1.4,"1",13,"0",26,1,156,"3",16,1792,1850,"1024",12,9,6,"0","1","0","1","3","1","3","1","4","3","4","4","4","2","2","1"
1631,"0",0.9,"1",2,"1",3,0.1,198,"7",12,177,1905,"256",13,5,13,"1","0","0","0","3","0","0","0","0","4","3","0","4","2","1","3"
1608,"0",1.8,"1",7,"0",28,0.4,183,"2",13,1013,1158,"256",15,11,8,"0","0","1","0","3","2","1","2","1","4","3","2","2","3","3","1"
1991,"1",2.7,"0",5,"1",64,0.9,145,"2",13,1058,1325,"1024",5,3,8,"1","1","0","2","4","4","1","4","4","2","3","2","2","0","0","1"
1349,"0",2,"1",15,"0",62,0.3,114,"5",16,592,772,"2048",11,3,4,"1","0","0","2","2","3","3","4","1","1","4","1","0","2","0","0"
1589,"0",2.5,"0",5,"1",51,0.8,195,"1",18,810,1743,"2048",8,2,16,"1","0","0","2","3","4","1","3","3","4","4","2","4","1","0","3"
1844,"1",2.3,"1",1,"0",51,0.7,158,"8",3,533,882,"1024",5,1,14,"0","1","1","1","4","3","0","3","3","3","0","1","1","0","0","3"
712,"1",0.5,"1",3,"1",35,0.2,84,"2",10,558,1208,"2048",16,12,4,"1","1","1","1","0","0","0","2","0","0","2","1","2","3","3","0"
972,"1",1.7,"0",0,"1",54,0.7,107,"3",4,681,1050,"1024",16,8,19,"1","0","1","1","1","2","0","4","3","1","1","1","1","3","2","4"
1406,"0",0.5,"1",2,"1",34,0.8,98,"3",5,1017,1366,"2048",9,8,2,"1","0","1","3","3","0","0","2","3","0","1","2","2","1","2","0"
1289,"0",0.9,"0",10,"1",25,1,178,"6",12,765,899,"1024",6,2,11,"1","1","0","0","2","0","2","1","4","4","3","1","1","0","0","2"
932,"0",1.3,"0",1,"0",64,0.7,154,"7",2,1176,1224,"2048",8,7,9,"1","1","1","3","1","1","0","4","3","3","0","3","2","1","1","1"
1747,"1",0.9,"0",6,"1",48,0.7,94,"3",19,947,1131,"2048",17,2,19,"1","1","0","2","4","0","1","3","3","0","4","2","2","4","0","4"
1172,"1",2.1,"1",4,"0",41,0.1,95,"3",7,1314,1884,"1024",7,3,5,"0","0","0","1","2","3","1","3","0","0","1","3","4","0","0","0"
1128,"1",1.4,"0",12,"0",53,0.4,84,"5",14,609,1370,"2048",14,9,12,"1","1","0","3","2","1","3","4","1","0","3","1","2","3","2","2"
664,"0",1.2,"1",0,"0",28,0.9,106,"5",5,754,1497,"1024",17,15,19,"1","1","0","1","0","1","0","2","4","1","1","1","3","4","4","4"
513,"1",0.5,"0",6,"1",44,0.1,186,"4",12,619,867,"1024",5,1,9,"1","1","0","0","0","0","1","3","0","4","3","1","1","0","0","1"
1742,"0",2.3,"1",9,"1",43,0.4,170,"7",12,453,681,"2048",12,3,10,"1","0","1","2","4","3","2","3","1","3","3","1","0","2","0","2"
1512,"1",1.7,"0",12,"0",6,0.7,162,"7",17,205,884,"2048",15,7,7,"1","1","1","2","3","2","3","0","3","3","4","0","1","3","1","1"
1986,"0",0.5,"1",3,"1",51,0.1,165,"8",20,282,1358,"1024",17,12,3,"1","1","1","1","4","0","0","3","0","3","4","0","2","4","3","0"
965,"1",1.5,"1",5,"0",13,1,109,"2",14,130,998,"1024",9,8,10,"0","1","0","0","1","2","1","0","4","1","3","0","1","1","2","2"
1067,"1",2.4,"1",3,"1",40,0.6,122,"8",15,494,1989,"512",16,14,11,"1","0","0","0","1","3","0","3","2","1","3","1","4","3","3","2"
1583,"1",1.6,"0",5,"1",42,0.8,118,"3",10,275,862,"2048",14,10,9,"1","0","0","3","3","2","1","3","3","1","2","0","1","3","2","1"
1653,"0",0.5,"1",2,"1",37,0.9,176,"4",6,447,1785,"2048",19,4,18,"1","1","1","3","3","0","0","2","4","4","1","1","4","4","1","4"
1433,"0",1.6,"0",7,"0",4,0.7,133,"8",11,281,799,"256",11,9,4,"1","1","1","0","3","2","1","0","3","2","2","0","0","2","2","0"
765,"0",2.9,"0",0,"1",18,0.1,153,"7",0,6,793,"1024",11,1,16,"1","1","0","0","0","4","0","1","0","3","0","0","0","2","0","3"
1845,"1",0.5,"1",10,"0",61,0.3,96,"1",12,292,695,"1024",9,5,6,"0","0","0","1","4","0","2","4","1","0","3","0","0","1","1","1"
752,"0",0.5,"1",1,"0",48,0.7,87,"7",13,164,728,"2048",7,5,16,"0","0","0","3","0","0","0","3","3","0","3","0","0","0","1","3"
1948,"0",2.8,"1",8,"0",16,0.1,100,"5",10,631,1940,"2048",9,7,17,"0","1","0","3","4","4","2","1","0","0","2","1","4","1","1","4"
1077,"0",2.5,"1",0,"1",45,1,174,"3",4,897,1304,"1024",6,2,6,"1","1","0","1","1","4","0","3","4","3","1","2","2","0","0","1"
932,"1",0.5,"0",1,"1",60,0.7,104,"4",2,268,1078,"1024",6,1,19,"1","1","0","0","1","0","0","4","3","1","0","0","1","0","0","4"
1968,"0",0.9,"0",0,"0",22,0.8,115,"3",7,861,1259,"2048",9,8,7,"0","0","1","2","4","0","0","1","3","1","1","2","2","1","2","1"
1122,"0",1.2,"0",9,"0",2,0.6,120,"4",14,331,790,"2048",11,2,13,"1","1","1","2","2","1","2","0","2","1","3","0","0","2","0","3"
1588,"0",0.5,"0",0,"1",61,0.8,159,"1",13,1064,1594,"2048",18,0,17,"1","1","0","3","3","0","0","4","3","3","3","2","3","4","0","4"
601,"0",2.1,"0",4,"0",26,0.3,101,"4",18,509,548,"512",9,1,12,"0","0","0","0","0","3","1","1","1","0","4","1","0","1","0","2"
1615,"0",0.5,"0",14,"0",15,0.1,132,"4",16,622,1256,"2048",16,2,3,"0","0","1","3","3","0","3","1","0","2","4","1","2","3","0","0"
1589,"1",2.2,"1",2,"0",58,0.1,128,"4",4,957,1911,"2048",16,14,14,"1","0","1","3","3","3","0","4","0","2","1","2","4","3","3","3"
1417,"1",2.7,"0",2,"1",56,0.9,114,"6",4,494,1649,"512",11,3,6,"1","0","1","0","3","4","0","4","4","1","1","1","3","2","0","1"
1697,"1",0.7,"0",1,"1",34,0.1,95,"1",3,236,1264,"2048",15,9,8,"1","1","0","3","3","0","0","2","0","0","0","0","2","3","2","1"
1330,"1",1.3,"1",14,"0",3,0.3,83,"5",17,980,1262,"256",14,6,11,"0","0","1","0","2","1","3","0","1","0","4","2","2","3","1","2"
1476,"0",0.5,"0",0,"1",43,0.7,148,"2",2,1789,1972,"2048",15,10,6,"1","0","1","3","3","0","0","3","3","2","0","4","4","3","2","1"
1579,"1",1.5,"0",0,"0",27,0.2,142,"6",18,831,1484,"1024",16,4,10,"1","1","1","1","3","2","0","2","0","2","4","2","3","3","1","2"
1277,"0",3,"0",0,"1",41,0.3,200,"4",3,902,1090,"256",9,4,14,"1","1","1","0","2","4","0","3","1","4","0","2","1","1","1","3"
1089,"1",0.9,"1",12,"1",2,0.7,145,"5",15,636,1259,"2048",13,12,10,"1","0","1","2","1","0","3","0","3","2","3","1","2","2","3","2"
1663,"1",2.5,"1",13,"1",27,0.3,169,"4",14,831,1439,"2048",7,1,18,"1","0","0","2","3","4","3","2","1","3","3","2","3","0","0","4"
1949,"0",1.8,"0",0,"0",20,0.8,186,"5",4,518,592,"1024",17,10,9,"0","0","0","1","4","2","0","1","3","4","1","1","0","4","2","1"
1138,"0",1.1,"0",5,"1",48,0.6,109,"3",14,233,1777,"2048",6,0,18,"1","1","1","2","2","1","1","3","2","1","3","0","4","0","0","4"
685,"0",2.7,"0",7,"0",17,0.3,174,"6",20,725,870,"1024",8,0,18,"1","0","1","0","0","4","1","1","1","3","4","1","1","1","0","4"
1889,"0",2.8,"0",5,"1",31,1,132,"1",10,170,1106,"2048",5,1,3,"1","1","1","3","4","4","1","2","4","2","2","0","2","0","0","0"
857,"1",2,"1",3,"0",17,0.2,195,"7",9,157,948,"2048",17,5,13,"1","1","0","2","1","3","0","1","0","4","2","0","1","4","1","3"
1902,"0",2.8,"1",6,"0",50,0.8,124,"8",9,1142,1393,"256",11,8,18,"0","1","0","0","4","4","1","3","3","1","2","2","2","2","2","4"
1225,"1",2.4,"0",0,"0",15,0.1,155,"5",0,840,982,"1024",16,8,15,"1","1","0","1","2","3","0","1","0","3","0","2","1","3","2","3"
1066,"0",1.6,"0",5,"0",39,0.6,131,"5",17,401,1586,"2048",6,0,17,"1","1","1","2","1","2","1","2","2","2","4","1","3","0","0","4"
1554,"1",0.5,"1",11,"0",5,1,124,"3",12,395,1579,"2048",7,4,18,"0","0","0","3","3","0","2","0","4","1","3","1","3","0","1","4"
1337,"0",0.5,"0",13,"0",31,0.8,186,"2",20,48,644,"2048",7,4,16,"1","0","1","1","2","0","3","2","3","4","4","0","0","0","1","3"
1926,"1",1.7,"1",1,"1",33,0.4,172,"3",2,982,1157,"2048",6,1,14,"1","0","0","2","4","2","0","2","1","3","0","2","2","0","0","3"
869,"0",1.3,"1",3,"0",34,0.1,104,"2",4,478,539,"2048",13,3,11,"1","0","0","3","1","1","0","2","0","1","1","1","0","2","0","2"
1278,"1",0.5,"1",1,"0",54,0.1,104,"8",16,581,750,"1024",7,1,20,"0","0","1","0","2","0","0","4","0","1","4","1","0","0","0","4"
1773,"1",2.5,"0",16,"1",32,0.6,170,"6",18,1215,1472,"2048",17,6,13,"1","0","1","3","4","4","4","2","2","3","4","3","3","4","1","3"
1661,"1",0.8,"1",1,"1",6,1,109,"7",2,594,1337,"512",9,8,2,"1","0","1","1","3","0","0","0","4","1","0","1","2","1","2","0"
1438,"0",2.2,"0",0,"1",32,0.6,176,"7",6,683,1663,"512",19,13,9,"1","1","1","0","3","3","0","2","2","4","1","1","3","4","3","1"
1661,"1",1.4,"0",0,"0",29,0.3,119,"2",0,536,861,"512",9,2,9,"1","1","1","0","3","1","0","2","1","1","0","1","1","1","0","1"
1846,"1",0.6,"0",1,"0",19,0.7,159,"1",2,83,773,"1024",15,6,11,"0","1","1","1","4","0","0","1","3","3","0","0","0","3","1","2"
1260,"1",2,"1",2,"1",23,0.2,123,"7",10,905,1313,"2048",12,11,10,"1","0","1","2","2","3","0","1","0","1","2","2","2","2","3","2"
512,"1",0.5,"1",7,"0",15,0.9,83,"3",15,249,1849,"2048",18,14,15,"0","1","1","2","0","0","1","1","4","0","3","0","4","4","3","3"
581,"0",2.2,"0",0,"0",59,0.7,185,"5",6,803,1613,"2048",19,17,9,"0","0","1","2","0","3","0","4","3","4","1","2","3","4","4","1"
1872,"1",2.3,"0",6,"0",44,0.7,134,"3",15,459,1259,"1024",9,4,15,"1","0","1","2","4","3","1","3","3","2","3","1","2","1","1","3"
687,"1",1.3,"0",9,"1",50,0.6,151,"4",20,584,1151,"2048",14,6,8,"1","1","0","3","0","1","2","3","2","2","4","1","2","3","1","1"
1062,"1",2.5,"1",6,"0",10,0.9,160,"1",13,1596,1807,"2048",7,3,16,"0","0","1","3","1","4","1","0","4","3","3","4","4","0","0","3"
1678,"1",2.3,"1",11,"0",7,0.5,192,"1",14,418,1763,"512",5,3,19,"1","0","0","0","3","3","2","0","2","4","3","1","4","0","0","4"
1417,"1",0.5,"0",10,"1",45,0.9,166,"4",19,364,1029,"2048",13,9,12,"1","0","1","1","3","0","2","3","4","3","4","0","1","2","2","2"
1074,"0",2.4,"1",2,"1",9,0.9,103,"6",14,946,952,"1024",13,1,18,"1","1","1","1","1","3","0","0","4","0","3","2","1","2","0","4"
1832,"0",0.7,"0",2,"0",2,0.6,90,"7",6,186,654,"2048",18,7,18,"0","0","0","2","4","0","0","0","2","0","1","0","0","4","1","4"
1039,"0",1.3,"0",0,"1",12,0.8,200,"8",0,1428,1827,"1024",7,1,10,"1","1","1","1","1","1","0","0","3","4","0","3","4","0","0","2"
1059,"0",2.4,"0",8,"0",61,0.1,134,"3",18,1613,1916,"2048",15,13,11,"1","1","0","3","1","3","2","4","0","2","4","4","4","3","3","2"
1606,"0",1.4,"0",3,"0",57,0.1,154,"4",4,1127,1924,"2048",13,8,20,"0","0","1","3","3","1","0","4","0","3","1","2","4","2","2","4"
1928,"1",1.8,"0",9,"1",19,1,187,"3",20,691,1580,"2048",7,2,13,"1","1","1","3","4","2","2","1","4","4","4","1","3","0","0","3"
1875,"1",0.5,"1",11,"1",55,0.7,91,"1",17,1802,1942,"2048",7,2,6,"1","0","1","3","4","0","2","4","3","0","4","4","4","0","0","1"
1128,"1",1.1,"0",9,"1",46,0.9,135,"8",10,751,1582,"1024",5,0,11,"1","0","0","1","2","1","2","3","4","2","2","1","3","0","0","2"
1748,"0",1.7,"1",6,"1",14,0.5,146,"3",7,859,1234,"2048",16,12,3,"1","0","1","3","4","2","1","0","2","2","1","2","2","3","3","0"
1413,"0",0.5,"1",5,"0",51,0.3,117,"5",11,187,517,"2048",16,5,2,"0","0","0","3","3","0","1","3","1","1","2","0","0","3","1","0"
825,"0",0.5,"1",0,"1",23,0.1,86,"2",0,206,1917,"2048",8,6,2,"1","0","1","3","1","0","0","1","0","0","0","0","4","1","1","0"
1589,"1",1.4,"0",3,"1",26,0.1,100,"8",16,1673,1759,"2048",16,8,18,"1","0","1","3","3","1","0","1","0","0","4","4","4","3","2","4"
535,"1",0.5,"1",8,"1",54,0.5,145,"8",15,710,939,"2048",14,8,10,"1","0","0","2","0","0","2","4","2","2","3","1","1","3","2","2"
1780,"1",0.5,"0",6,"0",27,0.1,190,"4",11,1331,1463,"2048",19,17,14,"1","1","1","3","4","0","1","2","0","4","2","3","3","4","4","3"
1671,"0",0.6,"1",7,"1",61,0.1,129,"2",11,263,848,"2048",10,4,7,"1","0","0","2","3","0","1","4","0","2","2","0","1","1","1","1"
1821,"0",0.9,"0",9,"1",12,0.3,114,"1",18,97,1803,"2048",7,4,6,"1","1","1","2","4","0","2","0","1","1","4","0","4","0","1","1"
1076,"1",2.6,"0",3,"1",38,0.7,119,"6",8,129,915,"512",18,3,9,"1","1","0","0","1","4","0","2","3","1","2","0","1","4","0","1"
532,"1",0.8,"1",3,"0",8,0.1,193,"5",10,1213,1354,"512",13,5,8,"1","1","0","0","0","0","0","0","0","4","2","3","2","2","1","1"
777,"1",2.6,"0",3,"0",30,0.9,148,"5",17,189,1143,"2048",14,10,7,"1","0","0","3","0","4","0","2","4","2","4","0","2","3","2","1"
1217,"1",0.5,"0",3,"0",17,0.5,182,"4",13,628,632,"1024",7,3,9,"1","0","1","1","2","0","0","1","2","4","3","1","0","0","0","1"
1656,"1",1.6,"1",0,"0",16,1,117,"7",2,320,899,"2048",14,3,20,"1","1","1","2","3","2","0","1","4","1","0","0","1","3","0","4"
1185,"0",1.9,"0",0,"0",31,0.4,152,"8",7,837,1642,"2048",16,2,3,"1","1","1","2","2","2","0","2","1","3","1","2","3","3","0","0"
577,"0",2.4,"0",8,"1",37,0.9,161,"6",20,1087,1450,"512",11,7,19,"1","1","1","0","0","3","2","2","4","3","4","2","3","2","1","4"
737,"1",2.4,"1",7,"0",49,0.6,193,"4",16,781,1463,"2048",7,0,10,"0","1","0","2","0","3","1","3","2","4","4","1","3","0","0","2"
704,"0",2.2,"1",4,"0",53,0.2,186,"6",6,251,1013,"2048",7,1,15,"1","1","1","2","0","3","1","4","0","4","1","0","1","0","0","3"
525,"1",0.5,"1",5,"0",51,0.5,137,"8",11,262,1587,"1024",18,3,12,"0","1","0","1","0","0","1","3","2","2","2","0","3","4","0","2"
504,"1",0.5,"1",5,"0",16,0.1,166,"1",9,767,1665,"512",17,15,15,"1","0","1","0","0","0","1","1","0","3","2","1","3","4","4","3"
793,"0",1.2,"1",1,"1",38,0.6,176,"4",7,1226,1815,"2048",6,1,12,"1","1","1","3","0","1","0","2","2","4","1","3","4","0","0","2"
569,"0",0.6,"1",2,"0",39,0.1,184,"8",9,389,739,"2048",7,6,7,"1","0","1","1","0","0","0","2","0","4","2","0","0","0","1","1"
1590,"0",1.9,"1",3,"1",21,1,160,"5",18,920,963,"1024",11,4,4,"1","0","1","1","3","2","0","1","4","3","4","2","1","2","1","0"
707,"0",0.5,"0",0,"1",16,0.1,194,"2",0,1027,1508,"1024",17,14,12,"1","1","1","1","0","0","0","1","0","4","0","2","3","4","3","2"
767,"0",1.9,"0",16,"1",19,0.2,185,"6",17,271,1000,"2048",6,1,6,"1","1","1","1","0","2","4","1","0","4","4","0","1","0","0","1"
1350,"1",0.5,"1",0,"1",50,0.8,181,"8",4,369,544,"2048",15,1,8,"1","1","0","1","2","0","0","3","3","4","1","0","0","3","0","1"
1117,"1",0.6,"1",0,"0",31,0.2,146,"2",7,1258,1627,"1024",8,7,14,"0","1","1","2","2","0","0","2","0","2","1","3","3","1","1","3"
641,"1",1.1,"0",0,"1",7,0.9,192,"1",3,417,759,"2048",7,5,19,"1","1","1","2","0","1","0","0","4","4","0","1","0","0","1","4"
1002,"0",0.8,"1",0,"1",35,0.5,83,"2",4,1345,1416,"1024",16,5,19,"1","0","1","1","1","0","0","2","2","0","1","3","3","3","1","4"
1408,"1",2.1,"1",10,"0",45,0.9,89,"5",14,613,1088,"2048",8,6,3,"0","0","1","3","3","3","2","3","4","0","3","1","1","1","1","0"
1900,"1",2,"1",1,"0",41,0.5,190,"8",6,912,1596,"512",5,1,4,"1","1","1","1","4","3","0","3","2","4","1","2","3","0","0","0"
726,"0",2.9,"0",0,"0",43,0.1,101,"8",0,666,760,"1024",17,2,8,"1","1","0","0","0","4","0","3","0","0","0","1","0","4","0","1"
1544,"0",2.3,"0",12,"1",45,0.1,113,"8",20,236,857,"1024",8,7,18,"1","1","0","1","3","3","3","3","0","1","4","0","1","1","1","4"
1454,"1",1.6,"0",6,"1",21,0.2,160,"4",10,186,1100,"512",14,10,10,"1","1","1","0","3","2","1","1","0","3","2","0","2","3","2","2"
1230,"1",2.2,"1",6,"0",26,0.8,123,"5",7,416,676,"512",11,5,9,"0","1","1","0","2","3","1","1","3","1","1","1","0","2","1","1"
1552,"0",1.2,"0",10,"1",53,0.3,180,"8",18,430,658,"2048",13,6,12,"1","0","0","2","3","1","2","4","1","4","4","1","0","2","1","2"
1519,"0",2.1,"0",0,"0",32,0.7,200,"1",10,168,1239,"2048",11,10,15,"1","1","0","2","3","3","0","2","3","4","2","0","2","2","2","3"
723,"1",1.9,"0",4,"0",30,0.3,102,"1",7,1467,1901,"2048",19,9,17,"0","1","1","2","0","2","1","2","1","0","1","3","4","4","2","4"
1191,"0",2.4,"1",2,"0",13,0.9,169,"1",7,179,1813,"1024",14,6,8,"1","1","1","0","2","3","0","0","4","3","1","0","4","3","1","1"
1168,"0",1.3,"0",9,"0",61,0.1,90,"8",10,159,1578,"2048",9,4,17,"0","0","1","3","2","1","2","4","0","0","2","0","3","1","1","4"
1229,"0",0.5,"1",15,"0",14,0.8,191,"2",16,120,1878,"1024",17,6,17,"0","0","1","1","2","0","3","0","3","4","4","0","4","4","1","4"
1758,"1",0.5,"0",11,"1",13,0.6,190,"8",14,762,1864,"1024",6,2,15,"1","0","0","2","4","0","2","0","2","4","3","1","4","0","0","3"
1290,"0",0.5,"0",0,"0",3,0.1,143,"6",4,600,1109,"1024",9,8,15,"0","1","1","1","2","0","0","0","0","2","1","1","2","1","2","3"
574,"0",2.8,"1",16,"0",38,0.1,90,"6",17,286,1171,"2048",8,7,10,"0","1","0","2","0","4","4","2","0","0","4","0","2","1","1","2"
1271,"1",0.5,"0",12,"0",32,0.1,113,"7",15,1350,1949,"256",15,14,14,"0","0","1","0","2","0","3","2","0","1","3","3","4","3","3","3"
1170,"1",1.2,"0",4,"0",30,0.4,83,"8",15,27,1722,"1024",6,4,8,"1","1","0","0","2","1","1","2","1","0","3","0","4","0","1","1"
1269,"1",1.3,"0",14,"0",52,0.8,118,"2",15,1597,1920,"512",18,5,5,"0","0","0","1","2","1","3","4","3","1","3","4","4","4","1","0"
1288,"0",2.8,"1",15,"0",50,0.1,121,"2",20,1177,1809,"2048",17,6,2,"0","0","0","3","2","4","3","3","0","1","4","3","4","4","1","0"
1366,"1",0.7,"1",0,"1",34,0.1,150,"2",9,402,964,"2048",13,11,3,"1","0","0","3","2","0","0","2","0","2","2","1","1","2","3","0"
1572,"1",0.8,"1",7,"1",8,0.8,169,"5",8,577,1237,"2048",6,3,10,"1","1","1","3","3","0","1","0","3","3","2","1","2","0","0","2"
1627,"0",0.9,"1",9,"1",32,0.1,180,"6",16,52,1082,"2048",12,6,16,"1","1","0","3","3","0","2","2","0","4","4","0","1","2","1","3"
1701,"1",0.5,"0",13,"1",46,0.9,115,"2",15,364,828,"2048",11,0,10,"1","1","0","3","4","0","3","3","4","1","3","0","1","2","0","2"
1900,"1",0.5,"1",0,"1",55,0.9,171,"1",1,934,1241,"2048",15,5,18,"1","0","1","3","4","0","0","4","4","3","0","2","2","3","1","4"
1974,"0",1,"0",4,"0",24,0.3,80,"7",13,250,545,"512",7,4,6,"1","0","1","0","4","1","1","1","1","0","3","0","0","0","1","1"
1197,"1",0.5,"1",9,"0",20,0.1,129,"5",10,214,1710,"2048",19,7,14,"1","1","1","2","2","0","2","1","0","2","2","0","4","4","1","3"
587,"1",2.3,"1",4,"0",6,0.7,170,"1",16,612,1793,"2048",9,2,14,"1","1","0","2","0","3","1","0","3","3","4","1","4","1","0","3"
934,"0",1.1,"0",7,"0",24,0.8,112,"5",12,1111,1463,"512",12,7,9,"0","0","1","0","1","1","1","1","3","1","3","2","3","2","1","1"
1195,"0",2,"1",1,"1",23,0.1,82,"4",9,163,1100,"512",13,9,17,"1","0","0","0","2","3","0","1","0","0","2","0","2","2","2","4"
1853,"1",1,"0",2,"0",23,0.4,92,"1",15,202,1951,"2048",14,4,17,"1","0","0","3","4","1","0","1","1","0","3","0","4","3","1","4"
1164,"0",1,"0",4,"1",19,0.9,95,"8",18,729,1704,"2048",15,3,3,"1","0","1","3","2","1","1","1","4","0","4","1","4","3","0","0"
1512,"1",0.5,"0",8,"1",18,0.1,88,"3",17,1079,1897,"2048",12,10,6,"1","1","1","3","3","0","2","1","0","0","4","2","4","2","2","1"
1232,"0",2.9,"1",1,"1",24,0.3,169,"5",17,361,809,"1024",16,10,16,"1","0","0","0","2","4","0","1","1","3","4","0","1","3","2","3"
1813,"1",0.6,"1",0,"1",5,0.2,198,"3",8,338,1306,"512",9,3,14,"1","1","0","0","4","0","0","0","0","4","2","0","2","1","0","3"
946,"1",2.6,"1",17,"0",5,0.1,166,"3",20,1698,1771,"2048",15,7,4,"0","1","0","3","1","4","4","0","0","3","4","4","4","3","1","0"
739,"1",2.3,"1",2,"1",58,0.1,88,"3",4,1052,1536,"256",7,6,6,"1","0","1","0","0","3","0","4","0","0","1","2","3","0","1","1"
704,"1",2.7,"0",8,"1",29,0.2,80,"1",10,1108,1509,"1024",9,3,10,"1","1","1","0","0","4","2","2","0","0","2","2","3","1","0","2"
1663,"1",0.5,"0",0,"0",40,0.6,147,"4",15,951,1545,"1024",8,5,15,"1","0","0","1","3","0","0","3","2","2","3","2","3","1","1","3"
1966,"1",1.4,"1",2,"0",40,0.9,185,"8",18,1197,1987,"1024",11,2,20,"0","1","0","2","4","1","0","3","4","4","4","3","4","2","0","4"
1219,"0",1,"1",0,"0",17,0.7,196,"5",4,473,1022,"512",11,3,6,"0","1","1","0","2","1","0","1","3","4","1","1","1","2","0","1"
612,"1",0.7,"0",6,"0",35,0.6,181,"5",12,1294,1337,"2048",14,9,6,"0","0","0","2","0","0","1","2","2","4","3","3","2","3","2","1"
